Grid Cell ID,Area,Site (MPA/ REF),Old/New,Lat Center Point,Lon Center Point,Lat 1,Lon 1,Lat 2,Lon 2,Lat 3,Lon 3,Lat 4,Lon 4,Cell Sampled 2017,Cell Sampled 2007,Cell Sampled 2008,Cell Sampled 2009,Cell Sampled 2010,Cell Sampled 2011,Cell Sampled 2012,Cell Sampled 2013,Cell Sampled 2014,Cell Sampled 2015,Cell Sampled 2016,Cell Sampled 2018,Cell Sampled 2019,Cell Sampled 2020,Cell Sampled 2021,Cell Sampled 2022,Cell Sampled 2023,Cell Sampled 2024,Cell Sampled 2025
CM38,CM,REF,,40.46125,-124.47669,40.46346,-124.47968,40.46355,-124.47380,40.45902,-124.47369,40.45897,-124.47960,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM39,CM,REF,,40.46628,-124.47031,40.46850,-124.47331,40.46858,-124.46742,40.46405,-124.46731,40.46400,-124.47323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CM40,CM,REF,,40.46133,-124.47020,40.46355,-124.47320,40.46363,-124.46731,40.45910,-124.46720,40.45905,-124.47312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM41,CM,REF,,40.46637,-124.46383,40.46858,-124.46682,40.46867,-124.46093,40.46414,-124.46082,40.46408,-124.46674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM42,CM,REF,,40.46141,-124.46372,40.46363,-124.46671,40.46371,-124.46083,40.45918,-124.46072,40.45913,-124.46663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
CM43,CM,REF,,40.47120,-124.47337,40.47342,-124.47636,40.47350,-124.47047,40.46897,-124.47036,40.46892,-124.47628,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM44,CM,REF,,40.47128,-124.46688,40.47350,-124.46988,40.47358,-124.46399,40.46905,-124.46388,40.46900,-124.46980,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
CM45,CM,REF,,40.46645,-124.45734,40.46867,-124.46034,40.46875,-124.45445,40.46422,-124.45434,40.46416,-124.46026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
CM46,CM,REF,,40.47136,-124.46040,40.47358,-124.46339,40.47366,-124.45750,40.46914,-124.45739,40.46908,-124.46331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM47,CM,REF,,40.46149,-124.45723,40.46371,-124.46023,40.46379,-124.45434,40.45927,-124.45423,40.45921,-124.46015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM48,CM,REF,,40.48249,-124.47126,40.48470,-124.47426,40.48478,-124.46835,40.48029,-124.46827,40.48020,-124.47416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM49,CM,REF,,40.48289,-124.51020,40.48510,-124.51321,40.48518,-124.50729,40.48068,-124.50721,40.48060,-124.51310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM50,CM,REF,,40.47792,-124.51127,40.48013,-124.51428,40.48021,-124.50836,40.47572,-124.50828,40.47563,-124.51416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM51,CM,REF,,40.47297,-124.51116,40.47518,-124.51417,40.47526,-124.50825,40.47076,-124.50816,40.47068,-124.51405,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CM52,CM,REF,,40.46802,-124.51105,40.47022,-124.51405,40.47031,-124.50814,40.46581,-124.50805,40.46572,-124.51394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CM53,CM,REF,,40.46240,-124.51033,40.46460,-124.51334,40.46469,-124.50742,40.46019,-124.50734,40.46010,-124.51323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM54,CM,MPA,,40.42641,-124.41842,40.42408,-124.41542,40.42408,-124.42142,40.42875,-124.42142,40.42874,-124.41542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM55,CM,MPA,,40.42625,-124.43091,40.42859,-124.43391,40.42859,-124.42791,40.42392,-124.42791,40.42392,-124.43391,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CM56,CM,MPA,,40.43116,-124.43538,40.43349,-124.43838,40.43349,-124.43238,40.42882,-124.43238,40.42882,-124.43838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM57,CM,MPA,,40.42617,-124.43739,40.42384,-124.44039,40.42851,-124.44039,40.42851,-124.43439,40.42384,-124.43439,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CM58,CM,MPA,,40.42138,-124.42492,40.42371,-124.42792,40.42371,-124.42192,40.41904,-124.42192,40.41904,-124.42792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM59,CM,MPA,,40.43043,-124.47364,40.43265,-124.47663,40.43270,-124.47074,40.42821,-124.47065,40.42815,-124.47654,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CM60,CM,MPA,,40.42633,-124.42467,40.42867,-124.42767,40.42867,-124.42167,40.42400,-124.42167,40.42400,-124.42767,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CM61,CM,MPA,,40.42062,-124.48347,40.42282,-124.48647,40.42291,-124.48056,40.41841,-124.48047,40.41832,-124.48636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CM62,CM,MPA,,40.43052,-124.48369,40.43273,-124.48669,40.43282,-124.48078,40.42831,-124.48069,40.42823,-124.48658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
CM63,CM,MPA,,40.42070,-124.47699,40.42291,-124.47999,40.42299,-124.47408,40.41849,-124.47399,40.41841,-124.47988,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
CM64,CM,MPA,,40.42565,-124.47768,40.42787,-124.48067,40.42793,-124.47478,40.42342,-124.47470,40.42337,-124.48059,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CM65,CM,MPA,,40.42587,-124.46059,40.42809,-124.46359,40.42817,-124.45770,40.42364,-124.45759,40.42358,-124.46348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM66,CM,MPA,,40.43079,-124.46305,40.43301,-124.46606,40.43309,-124.46017,40.42857,-124.46006,40.42851,-124.46595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM67,CM,MPA,,40.42094,-124.45813,40.42316,-124.46113,40.42324,-124.45524,40.41872,-124.45513,40.41866,-124.46102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CM68,CM,MPA,,40.42108,-124.44752,40.42329,-124.45052,40.42338,-124.44463,40.41885,-124.44452,40.41880,-124.45041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM69,CM,MPA,,40.43139,-124.45128,40.43361,-124.45428,40.43369,-124.44839,40.42916,-124.44828,40.42911,-124.45417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM70,CM,MPA,,40.42086,-124.46520,40.42307,-124.46820,40.42316,-124.46231,40.41863,-124.46220,40.41857,-124.46809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM71,CM,MPA,,40.41874,-124.48961,40.42094,-124.49262,40.42103,-124.48671,40.41653,-124.48662,40.41644,-124.49251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
CM72,CM,MPA,,40.42639,-124.48996,40.42860,-124.49297,40.42869,-124.48705,40.42418,-124.48697,40.42410,-124.49286,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CM73,CM,MPA,,40.43224,-124.49021,40.43445,-124.49321,40.43453,-124.48730,40.43003,-124.48721,40.42995,-124.49310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CM74,CM,MPA,,40.42078,-124.47109,40.42300,-124.47409,40.42308,-124.46820,40.41855,-124.46809,40.41850,-124.47398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CM75,CM,MPA,,40.42558,-124.48358,40.42778,-124.48658,40.42787,-124.48067,40.42337,-124.48059,40.42328,-124.48647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CM76,CM,MPA,,40.42572,-124.47179,40.42800,-124.46889,40.42350,-124.46881,40.42344,-124.47469,40.42794,-124.47478,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CM77,CM,MPA,,40.42595,-124.45411,40.42817,-124.45711,40.42825,-124.45122,40.42372,-124.45111,40.42367,-124.45700,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CMMM,CM,MPA,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CMRR,CM,REF,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CP01,CP,MPA,,34.06428,-120.08381,34.06656,-120.08648,34.06650,-120.08106,34.06200,-120.08114,34.06206,-120.08655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
CP02,CP,MPA,,34.06423,-120.07822,34.06195,-120.07554,34.06200,-120.08096,34.06651,-120.08090,34.06646,-120.07548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
CP03,CP,MPA,,34.06426,-120.07269,34.06658,-120.07531,34.06644,-120.06990,34.06194,-120.07006,34.06207,-120.07547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CP04,CP,MPA,,34.06430,-120.06709,34.06206,-120.06981,34.06657,-120.06978,34.06654,-120.06437,34.06204,-120.06440,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CP05,CP,MPA,,34.06422,-120.06142,34.06651,-120.06409,34.06644,-120.05868,34.06194,-120.05876,34.06200,-120.06417,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CP06,CP,MPA,,34.06041,-120.05378,34.06270,-120.05644,34.06263,-120.05103,34.05812,-120.05111,34.05820,-120.05653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CP07,CP,MPA,,34.04995,-120.04572,34.05223,-120.04839,34.05217,-120.04298,34.04766,-120.04306,34.04773,-120.04847,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CP08,CP,MPA,,34.05963,-120.08386,34.06194,-120.08649,34.06182,-120.08108,34.05732,-120.08123,34.05744,-120.08664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CP09,CP,MPA,,34.05957,-120.07828,34.06187,-120.08094,34.06179,-120.07553,34.05728,-120.07563,34.05737,-120.08104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CP10,CP,MPA,,34.05960,-120.07260,34.06192,-120.07522,34.06178,-120.06981,34.05728,-120.06998,34.05742,-120.07539,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CP11,CP,MPA,,34.05966,-120.06689,34.06197,-120.06952,34.06184,-120.06411,34.05734,-120.06426,34.05747,-120.06967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CP12,CP,MPA,,34.05490,-120.07319,34.05722,-120.07581,34.05709,-120.07040,34.05259,-120.07056,34.05272,-120.07597,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CP13,CP,MPA,,34.05021,-120.07611,34.05252,-120.07873,34.05239,-120.07332,34.04789,-120.07348,34.04802,-120.07889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CP14,CP,MPA,,34.04956,-120.08357,34.05187,-120.08621,34.05177,-120.08080,34.04726,-120.08093,34.04736,-120.08634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CP15,CP,MPA,,34.05021,-120.06979,34.05253,-120.07242,34.05239,-120.06701,34.04789,-120.06717,34.04802,-120.07258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
CP16,CP,MPA,,34.05026,-120.06403,34.05253,-120.06671,34.05249,-120.06130,34.04799,-120.06135,34.04803,-120.06676,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
CP17,CP,MPA,,34.04559,-120.07073,34.04791,-120.07335,34.04777,-120.06794,34.04326,-120.06811,34.04341,-120.07352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
CP18,CP,MPA,,34.05249,-120.05216,34.05478,-120.05482,34.05470,-120.04941,34.05020,-120.04950,34.05027,-120.05491,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CP19,CP,MPA,,34.03990,-120.02050,34.04219,-120.02316,34.04211,-120.01775,34.03761,-120.01783,34.03768,-120.02324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CP20,CP,MPA,,34.04419,-120.04923,34.04641,-120.05197,34.04647,-120.04656,34.04197,-120.04649,34.04191,-120.05191,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
CP21,CP,MPA,,34.04415,-120.05668,34.04188,-120.05936,34.04639,-120.05940,34.04641,-120.05399,34.04191,-120.05395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
CP22,CP,REF,,34.05976,-120.08955,34.06205,-120.09221,34.06198,-120.08680,34.05747,-120.08689,34.05754,-120.09230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
CP23,CP,REF,,34.05515,-120.09236,34.05747,-120.09498,34.05733,-120.08957,34.05283,-120.08973,34.05296,-120.09514,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
CP24,CP,REF,,34.05506,-120.09808,34.05737,-120.10071,34.05725,-120.09530,34.05275,-120.09544,34.05287,-120.10086,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CP25,CP,REF,,34.04778,-120.12294,34.05011,-120.12555,34.04994,-120.12014,34.04544,-120.12034,34.04560,-120.12575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CP26,CP,REF,,34.04475,-120.11717,34.04708,-120.11978,34.04692,-120.11438,34.04242,-120.11456,34.04258,-120.11997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CP27,CP,REF,,34.05021,-120.12871,34.05250,-120.13137,34.05242,-120.12596,34.04792,-120.12605,34.04800,-120.13146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CP28,CP,REF,,34.05071,-120.13541,34.05301,-120.13806,34.05292,-120.13265,34.04842,-120.13276,34.04850,-120.13817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CP29,CP,REF,,34.04607,-120.13532,34.04387,-120.13808,34.04837,-120.13798,34.04828,-120.13257,34.04378,-120.13267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
CP30,CP,REF,,34.05069,-120.14121,34.04848,-120.14396,34.05298,-120.14387,34.05290,-120.13846,34.04840,-120.13855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
CP31,CP,REF,,34.05368,-120.14673,34.05598,-120.14938,34.05589,-120.14397,34.05138,-120.14408,34.05147,-120.14949,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
CP32,CP,REF,,34.04136,-120.14042,34.04366,-120.14307,34.04356,-120.13766,34.03905,-120.13778,34.03915,-120.14319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CP33,CP,REF,,34.04139,-120.13478,34.04364,-120.13748,34.04364,-120.13207,34.03913,-120.13207,34.03913,-120.13748,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CP34,CP,REF,,34.03994,-120.12895,34.03772,-120.13171,34.04222,-120.13161,34.04215,-120.12620,34.03764,-120.12630,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CP35,CP,REF,,34.04977,-120.10296,34.05204,-120.10564,34.05199,-120.10022,34.04749,-120.10028,34.04753,-120.10569,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
CP36,CP,REF,,34.04549,-120.12893,34.04780,-120.13157,34.04768,-120.12616,34.04318,-120.12630,34.04329,-120.13171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CP37,CP,REF,,34.04002,-120.12185,34.04223,-120.12461,34.04231,-120.11920,34.03780,-120.11910,34.03773,-120.12451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CP38,CP,REF,,34.03948,-120.11554,34.04173,-120.11825,34.04174,-120.11284,34.03723,-120.11282,34.03722,-120.11824,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CPMM,CP,MPA,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CPRR,CP,REF,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
FN01,FN,REF,,37.73252,-123.03683,37.73478,-123.03967,37.73478,-123.03400,37.73027,-123.03399,37.73027,-123.03967,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FN02,FN,REF,,37.72752,-123.03951,37.72977,-123.04235,37.72977,-123.03668,37.72527,-123.03667,37.72527,-123.04235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FN03,FN,REF,,37.72453,-123.04571,37.72678,-123.04855,37.72678,-123.04288,37.72227,-123.04288,37.72227,-123.04855,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
